Brand,Model,Body,Mileage,EngineV,Engine Type,Registration,Year,Price
Mercedes-Benz,Sprinter 316,other,260,2.7,Diesel,yes,2005,12800
Volkswagen,Passat CC,sedan,85,2,Diesel,yes,2013,27000
Volkswagen,Passat B6,sedan,143,2,Diesel,yes,2010,14800
Renault,Scenic,other,155,1.6,Petrol,no,2004,2200
Volkswagen,T4 (Transporter),van,433,2.4,Diesel,no,1995,2900
Audi,A8,sedan,200,6,Petrol,yes,2004,12000
Volkswagen,Touareg,crossover,180,3,Diesel,yes,2013,41000
Audi,A6 Allroad,vagon,180,3.2,Petrol,yes,2006,16300
Renault,Kangoo,van,145,1.5,Other,yes,2010,5300
Mercedes-Benz,E-Class,sedan,39,2.2,Diesel,yes,2015,40500
Mercedes-Benz,Vito,van,300,2.2,Diesel,no,2005,4300
Volkswagen,Touareg,crossover,137,2.5,Diesel,no,2004,4000
Volkswagen,Golf V,hatch,132,1.6,Petrol,yes,2007,9600
Mitsubishi,Pajero Wagon,crossover,112,3,Gas,yes,2008,18000
Renault,Megane,vagon,184,1.5,Diesel,yes,2011,11300
Volkswagen,Polo,hatch,131,1.4,Petrol,yes,2002,4999
Mercedes-Benz,C-Class,sedan,112,2.2,Diesel,yes,2012,24999
Toyota,Venza,crossover,93,2.7,Other,yes,2011,23300
Toyota,Fortuner,crossover,124,4,Petrol,yes,2006,14900
Audi,A6,sedan,184,2.7,Diesel,yes,2010,22800
Mercedes-Benz,E-Class,sedan,137,3,Diesel,yes,2011,35500
Volkswagen,LT,other,280,2.8,Diesel,yes,2006,15000
Toyota,Corolla,sedan,132,1.6,Petrol,yes,2008,8650
Mitsubishi,Pajero Sport,crossover,96,2.5,Diesel,yes,2011,22400
Mitsubishi,Lancer X,sedan,123,2,Petrol,yes,2009,10400
Mercedes-Benz,GLS 63,crossover,2,5.5,Petrol,yes,2016,195000
Audi,A6 Allroad,vagon,198,4.2,Gas,yes,2005,10500
Renault,Duster,crossover,68,1.5,Diesel,yes,2011,11900
BMW,520,sedan,17,2,Petrol,yes,2013,36900
BMW,X5,crossover,170,3,Diesel,yes,2006,24500
Volkswagen,T4 (Transporter),van,400,2.4,Diesel,yes,1999,4700
Toyota,Auris,hatch,30,1.6,Petrol,yes,2013,18100
Mercedes-Benz,S 500,sedan,47,4.6,Petrol,yes,2013,115000
Mercedes-Benz,E-Class,sedan,217,3.2,Diesel,yes,2002,10900
BMW,530,sedan,280,3,Petrol,yes,2001,7000
Mercedes-Benz,S 350,sedan,20,3,Diesel,yes,2015,NA
Volkswagen,Passat B6,vagon,161,2,Diesel,yes,2008,9999
Mitsubishi,L 200,other,160,2.5,Diesel,yes,2008,12300
Volkswagen,Touareg,crossover,0,3,Diesel,yes,2016,67622.55
Volkswagen,Passat B7,other,45,2,Diesel,yes,2013,18900
Volkswagen,Passat B5,sedan,248,1.8,Petrol,yes,2002,6999
Mercedes-Benz,E-Class,sedan,261,1.8,Petrol,yes,2003,10250
Toyota,Corolla,sedan,286,1.6,Petrol,yes,2000,3500
BMW,X5,crossover,250,3,Diesel,no,2006,13500
BMW,525,sedan,328,2.5,Diesel,no,1996,2450
Volkswagen,T5 (Transporter) ,van,180,2.5,Diesel,yes,2004,7500
Volkswagen,Passat B6,vagon,263,2,Diesel,no,2007,4900
Audi,A6,vagon,242,NA,Diesel,no,2004,4600
Mercedes-Benz,E-Class,vagon,248,2,Gas,yes,1996,5000
BMW,X5,crossover,235,3,Diesel,yes,2009,29900
Renault,Symbol,sedan,110,1.4,Petrol,yes,2012,7000
Mitsubishi,Lancer X,sedan,1,1.5,Gas,yes,2010,11800
Mercedes-Benz,Vito,van,223,2.2,Diesel,yes,2009,16500
BMW,320,sedan,147,2.2,Gas,no,2001,5300
Mercedes-Benz,Vito,van,200,2.2,Diesel,yes,2004,7200
Volkswagen,Caddy,van,230,1.9,Diesel,yes,2008,8500
BMW,X5,crossover,180,3,Diesel,yes,2011,39000
Volkswagen,Passat B5,vagon,270,1.9,Diesel,yes,2000,1850
Audi,A7,sedan,75,3,Diesel,yes,2011,36100
Mitsubishi,Galant,hatch,330,2,Gas,yes,1993,3149.25
Renault,Kangoo,van,159,1.5,Diesel,yes,2007,5800
BMW,320,sedan,370,2,Petrol,yes,1997,6700
Renault,Duster,crossover,0,1.5,Diesel,yes,2016,18988.13
Mitsubishi,Colt,sedan,128,NA,Petrol,yes,2007,6300
BMW,535,sedan,425,NA,Gas,yes,1996,7500
Volkswagen,Caddy,van,0,1.6,Diesel,yes,2016,28660
BMW,320,sedan,210,2,Other,no,1999,2999
BMW,X5,crossover,1,2,Diesel,yes,2016,64500
Toyota,Land Cruiser Prado,crossover,135,2,Gas,yes,2007,21500
BMW,640,sedan,10,3,Diesel,yes,2015,85555
Volkswagen,Caddy,van,108,1.6,Diesel,yes,2013,8650
BMW,530,sedan,1,3,Diesel,yes,2000,10600
Toyota,Yaris,hatch,109,1.3,Gas,yes,2007,6900
Mercedes-Benz,CLK 200,other,248,2,Petrol,no,1999,2900
Mercedes-Benz,Vito,other,185,2.2,Diesel,yes,2012,12250
BMW,X3,crossover,101,2.5,Gas,yes,2007,21700
Mercedes-Benz,E-Class,sedan,320,2.2,Diesel,no,1998,2000
Audi,A6,vagon,284,2.5,Diesel,yes,2004,9900
Mercedes-Benz,Vito,van,240,2.2,Diesel,yes,2001,5850
Toyota,Corolla,vagon,204,1.4,Diesel,yes,2005,8200
Volkswagen,T4 (Transporter) ,sedan,381,2.5,Diesel,yes,2000,NA
Renault,Megane,vagon,200,1.5,Diesel,yes,2008,7300
Mitsubishi,Lancer,sedan,145,2,Gas,yes,2007,8000
Renault,Kangoo,van,184,1.5,Diesel,yes,2012,6600
Mercedes-Benz,E-Class,sedan,164,1.8,Gas,yes,2012,22500
Mercedes-Benz,Sprinter 313,other,196,2.2,Other,yes,2012,13200
Volkswagen,Caddy,other,300,1.4,Gas,yes,2000,1200
Volkswagen,T4 (Transporter),van,264,2.5,Diesel,yes,2003,8900
Mitsubishi,Lancer X,sedan,163,2,Petrol,yes,2008,9200
Mercedes-Benz,C-Class,sedan,154,2.5,Petrol,yes,2006,10200
Mercedes-Benz,E-Class,sedan,121,2.5,Diesel,yes,1986,2700
Mercedes-Benz,S 600,sedan,246,6,Petrol,yes,1997,9500
Mitsubishi,Pajero Wagon,crossover,84,3.2,Diesel,yes,2012,26850
Audi,Q7,crossover,183,4.2,Petrol,yes,2007,21900
Volkswagen,Polo,hatch,250,1.4,Petrol,no,1998,1700
Mercedes-Benz,GLC-Class,crossover,0,2.2,Diesel,yes,2016,NA
Toyota,Land Cruiser 200,crossover,49,4.5,Diesel,yes,2014,NA
Volkswagen,Golf IV,hatch,225,1.4,Petrol,yes,2000,6500
Mitsubishi,Outlander,crossover,85,NA,Gas,yes,2006,10600
Renault,Logan,vagon,34,1.5,Diesel,yes,2013,5000
BMW,520,sedan,74,2,Diesel,yes,2014,38000
Volkswagen,Passat B6,sedan,140,1.8,Petrol,yes,2008,9599
Mercedes-Benz,C-Class,other,230,1.8,Petrol,yes,2006,10800
Toyota,Rav 4,crossover,105,2,Gas,yes,2011,18800
Mitsubishi,Lancer,sedan,133,1.5,Gas,yes,2008,7650
Renault,Laguna,vagon,125,2,Petrol,yes,2003,6300
BMW,Z3,other,75,1.9,Petrol,no,1998,5000
Toyota,Highlander,crossover,107,3.5,Gas,yes,2011,28500
BMW,735,sedan,193,3.6,Petrol,yes,2003,13000
Toyota,Land Cruiser Prado,crossover,157,2.7,Gas,yes,2007,16999
BMW,X5,other,160,3,Diesel,yes,2011,34500
Volkswagen,Passat B6,vagon,204,2,Diesel,yes,2007,10900
Mitsubishi,Pajero Wagon,crossover,121,3.8,Gas,yes,2008,18999
BMW,530,sedan,350,3,Diesel,yes,2001,9800
Volkswagen,Golf III,vagon,298,1.8,Petrol,yes,1998,4300
Audi,A6,vagon,260,2.5,Diesel,no,2003,3900
Volkswagen,T5 (Transporter) ,van,154,2,Diesel,yes,2013,13499
Audi,A6,sedan,127,2.8,Petrol,yes,2010,19990
Renault,Espace,van,260,2.2,Diesel,no,2005,3400
Toyota,Camry,sedan,157,3.5,Petrol,yes,2011,27800
Volkswagen,Golf II,hatch,320,1.6,Gas,yes,1989,2300
BMW,523,sedan,630,NA,Petrol,yes,2010,30500
Renault,Kangoo,van,151,1.5,Diesel,yes,2012,7650
Volkswagen,Caddy,van,220,1.9,Diesel,yes,2008,10000
Volkswagen,Golf Variant,vagon,130,1.6,Gas,yes,2008,9700
Audi,A4,sedan,320,19,Other,no,1996,1950
Audi,A6,sedan,270,2.5,Diesel,no,2000,3800
Toyota,Land Cruiser Prado,crossover,115,4,Gas,yes,2008,26900
BMW,630,other,35,3,Petrol,yes,2008,NA
Toyota,Camry,sedan,205,2.4,Gas,yes,2006,12600
Volkswagen,T5 (Transporter) ,van,158,2,Diesel,yes,2012,14899
Renault,Kangoo,vagon,252,1.5,Diesel,yes,2007,4999
BMW,X6,other,40,4,Diesel,yes,2012,57777
Volkswagen,Touran,van,167,1.4,Petrol,yes,2011,12350
Audi,A6,sedan,177,2.7,Gas,yes,2003,7999
BMW,X5,crossover,200,4.8,Other,yes,2007,21600
Mitsubishi,Lancer X,sedan,67,1.5,Petrol,yes,2009,8000
Volkswagen,Golf IV,hatch,1,1.4,Gas,yes,1998,6799
Toyota,Camry,sedan,0,2.5,Petrol,yes,2016,25749.75
Volkswagen,Passat B5,vagon,198,1.9,Other,yes,2004,8899
Mercedes-Benz,S 500,sedan,162,5.5,Petrol,yes,2007,26800
Toyota,Land Cruiser 100,crossover,128,4.7,Gas,yes,2004,25555
Audi,Q5,crossover,112,3.2,Petrol,yes,2010,25000
Volkswagen,T5 (Transporter) ,van,194,2,Diesel,yes,2012,15800
BMW,320,sedan,200,2,Diesel,no,1999,3150
Toyota,Camry,sedan,157,2.4,Gas,yes,2007,12300
Toyota,Highlander,crossover,45,3.5,Petrol,yes,2015,45500
Renault,Master,other,406,2.5,Diesel,yes,2004,6500
Toyota,Rav 4,crossover,95,2,Petrol,yes,2011,18999
BMW,520,sedan,260,2.2,Gas,yes,2001,8500
Mercedes-Benz,Sprinter 211,van,350,2.2,Diesel,yes,2004,8500
Toyota,Land Cruiser Prado,crossover,126,4,Petrol,no,2011,13500
Volkswagen,Passat B5,sedan,180,1.9,Diesel,no,2003,2200
Volkswagen,Passat B7,vagon,125,2,Diesel,yes,2011,18500
Toyota,Tacoma,other,150,2.7,Gas,yes,2005,8420
Audi,A4,vagon,144,2,Diesel,yes,2010,17500
Audi,A4,sedan,158,2,Gas,yes,2003,9000
Volkswagen,Golf III,hatch,238,1.6,Petrol,yes,1994,4400
BMW,X5,crossover,0,3,Diesel,yes,2016,NA
Renault,Espace,van,200,2.2,Diesel,yes,2002,7500
Toyota,Camry,sedan,87,2.4,Petrol,yes,2010,17950
BMW,X6,crossover,23,3,Petrol,yes,2013,51500
Mitsubishi,Pajero Sport,crossover,165,3,Gas,yes,2007,10800
Volkswagen,Touran,van,11,1.4,Petrol,yes,2016,33700
Volkswagen,Touareg,crossover,158,2.5,Diesel,yes,2007,17000
Volkswagen,Touareg,crossover,1,4.2,Petrol,yes,2004,11200
BMW,530,sedan,140,3,Diesel,no,2000,4500
Toyota,Hilux,other,0,2.8,Diesel,yes,2016,43999
Audi,A8,sedan,180,4.2,Other,yes,2012,39800
BMW,328,sedan,272,2.8,Petrol,yes,1996,6500
Volkswagen,Passat B7,vagon,196,2,Diesel,yes,2011,18700
Audi,Q3,vagon,75,2,Diesel,yes,2013,38500
BMW,320,sedan,241,2,Petrol,yes,1998,8200
Audi,A4,vagon,240,2,Petrol,yes,2002,7500
Toyota,Camry,sedan,95,2.4,Petrol,yes,2007,11550
Mercedes-Benz,C-Class,sedan,30,1.6,Petrol,yes,2014,39500
Volkswagen,Phaeton,sedan,161,4.2,Gas,no,2004,6200
BMW,X5,crossover,308,4.6,Gas,yes,2003,17200
BMW,525,sedan,280,2.5,Diesel,no,1997,2900
Renault,Master,other,169,2.3,Diesel,yes,2013,14600
BMW,X6,crossover,110,4.4,Petrol,yes,2010,34900
Toyota,Land Cruiser 200,crossover,0,4.5,Diesel,yes,2015,164500
Audi,A6 Allroad,crossover,1,3,Diesel,yes,2016,NA
BMW,523,other,136,NA,Petrol,yes,2008,15299
Mercedes-Benz,CLK 220,other,170,2.2,Petrol,no,2001,7000
Mercedes-Benz,Sprinter 318,van,255,3,Diesel,yes,2008,32000
Renault,Grand Scenic,vagon,168,1.5,Diesel,yes,2005,7500
Volkswagen,T5 (Transporter),other,217,2.5,Diesel,yes,2005,9000
Mitsubishi,Lancer,sedan,180,1.6,Gas,yes,2004,7000
Mercedes-Benz,GLS 63,crossover,0,5.5,Petrol,yes,2016,199999
Audi,A6,sedan,234,2.5,Other,no,2000,2700
Volkswagen,Caddy,van,165,2,Diesel,yes,2012,10950
Toyota,Camry,sedan,120,3.5,Petrol,yes,2008,15500
Mercedes-Benz,S 500,sedan,210,5,Petrol,yes,1997,8700
Mercedes-Benz,Vito,van,200,2.2,Diesel,yes,2000,6000
Mitsubishi,Pajero Wagon,crossover,135,3,Gas,yes,2008,16950
Mercedes-Benz,Sprinter 212,crossover,400,3,Diesel,yes,1997,15000
Toyota,Hilux,crossover,102,2.5,Diesel,yes,2013,26500
Mercedes-Benz,C-Class,vagon,400,2.2,Diesel,no,2002,3100
Toyota,Land Cruiser 200,crossover,90,4.5,Diesel,yes,2012,59900
Toyota,Land Cruiser 76,crossover,3,4.2,Diesel,yes,2013,63000
Mercedes-Benz,ML 280,crossover,218,3,Diesel,yes,2006,19800
Volkswagen,T5 (Transporter),van,110,1.9,Diesel,yes,2009,13000
Audi,A6,sedan,130,2.4,Petrol,yes,2006,12200
Mitsubishi,Colt,other,170,1.3,Petrol,yes,2006,5700
Audi,A6,sedan,370,2.5,Diesel,no,1998,2550
Toyota,Camry,sedan,144,3.5,Gas,yes,2007,13500
Renault,Trafic,van,183,2,Diesel,yes,2012,10200
Audi,TT,other,161,1.8,Gas,yes,2001,13000
Volkswagen,Phaeton,sedan,210,5,Diesel,yes,2004,10500
BMW,525,sedan,315,2.5,Diesel,no,1998,3100
BMW,745,sedan,221,4.4,Gas,yes,2004,9400
Audi,A6,sedan,206,2.5,Diesel,yes,2003,10000
Mitsubishi,Galant,sedan,270,2,Gas,yes,1998,4200
Renault,Megane,sedan,131,1.6,Petrol,yes,2009,7500
Mercedes-Benz,E-Class,other,12,1.8,Petrol,yes,2012,38600
Toyota,Auris,hatch,140,1.6,Petrol,yes,2008,8900
Renault,Kangoo,van,113,15,Diesel,yes,2006,4800
Toyota,Land Cruiser 80,crossover,270,4.2,Diesel,yes,1994,24000
Mercedes-Benz,CL 63 AMG,other,75,6.3,Petrol,yes,2009,51500
Mercedes-Benz,S 320,sedan,270,3.2,Diesel,no,2001,5100
Mitsubishi,Lancer,sedan,60,1.6,Petrol,yes,2007,4999
Mitsubishi,Lancer,sedan,162,NA,Petrol,yes,2007,6666
Mitsubishi,Lancer X,sedan,125,2,Gas,yes,2008,9450
Audi,A6,vagon,215,2.5,Diesel,no,2002,3850
Renault,Megane,vagon,170,1.5,Diesel,no,2013,7800
Audi,Q7,crossover,80,3,Diesel,yes,2013,49700
Mitsubishi,Galant,sedan,78,2.4,Gas,yes,2006,9000
Toyota,Rav 4,crossover,95,2,Petrol,yes,2011,18990
Mitsubishi,Lancer,sedan,102,1.6,Petrol,yes,2007,7200
BMW,X6 M,crossover,1,NA,Other,yes,2016,117000
Volkswagen,T6 (Transporter) ,other,112,2,Diesel,yes,2011,11900
Toyota,Corolla,sedan,287,1.3,Petrol,yes,1995,2800
Volkswagen,Passat B5,sedan,272,1.9,Diesel,no,1998,2200
Mitsubishi,Pajero Wagon,crossover,170,3.8,Gas,yes,2008,17500
Audi,R8,other,79,4.2,Petrol,yes,2007,49900
Volkswagen,T4 (Transporter),van,238,2.5,Diesel,yes,2002,8650
Audi,A4,sedan,205,1.8,Petrol,yes,2003,8800
Mercedes-Benz,GLE-Class,crossover,0,2.2,Diesel,yes,2016,69999
Volkswagen,Polo,hatch,103,1.4,Petrol,yes,2012,8910.53
Toyota,Land Cruiser Prado,crossover,165,2.7,Gas,yes,2005,15500
Audi,Q7,crossover,175,3.6,Petrol,yes,2007,19500
Toyota,Camry,sedan,21,2.5,Petrol,yes,2015,27700
Volkswagen,T5 (Transporter),van,255,1.9,Diesel,yes,2004,9600
BMW,X5,crossover,176,3,Gas,yes,2002,12500
Audi,A6 Allroad,vagon,260,2.5,Diesel,no,2002,4799
Toyota,Camry,sedan,70,2.5,Petrol,yes,2012,20900
Audi,A6,sedan,203,2.8,Petrol,yes,2008,14900
Toyota,Auris,hatch,164,1.4,Diesel,yes,2012,12750
BMW,116,hatch,243,2,Petrol,no,2006,5900
Mercedes-Benz,E-Class,sedan,400,2.9,Diesel,yes,1997,2700
Audi,A6,sedan,400,2.6,Petrol,yes,1996,4700
Audi,A6,other,0,NA,Other,yes,2003,9500
BMW,M6,other,64,4.4,Petrol,yes,2012,77000
Renault,Trafic,van,250,1.9,Diesel,yes,2005,5900
Volkswagen,Passat CC,sedan,67,1.8,Petrol,yes,2012,24000
Audi,A4,vagon,151,2,Diesel,yes,2010,18400
Mercedes-Benz,S 63 AMG,sedan,74,6.3,Petrol,yes,2010,56800
Renault,Sandero,hatch,50,1.6,Petrol,yes,2012,8000
Mercedes-Benz,E-Class,sedan,382,2,Petrol,yes,1994,5000
Mitsubishi,Lancer X,sedan,98,2,Petrol,yes,2009,9900
Mercedes-Benz,C-Class,other,111,2.5,Petrol,yes,2009,18900
Toyota,Land Cruiser Prado,crossover,139,4,Gas,yes,2005,20500
Volkswagen,Golf IV,vagon,232,1.6,Petrol,no,2001,2500
Renault,Megane,vagon,179,1.5,Diesel,yes,2010,9000
Renault,Megane,sedan,100,1.6,Gas,yes,2008,7700
Audi,A6,hatch,54,2.8,Petrol,yes,2011,32300
Mercedes-Benz,V 250,van,42,2.2,Diesel,yes,2014,72700
Renault,Megane,sedan,246,1.4,Petrol,yes,2005,6200
Audi,100,sedan,400,2,Petrol,yes,1992,4000
Toyota,Corolla,sedan,43,1.3,Petrol,yes,2014,9003.15
Mercedes-Benz,CLK 320,other,195,3.2,Gas,yes,1999,14900
Mercedes-Benz,V 250,van,0,2.2,Diesel,yes,2016,NA
Audi,A6,sedan,250,NA,Diesel,no,2001,2200
Volkswagen,Caddy,van,1,NA,Diesel,yes,2005,NA
BMW,X5,crossover,0,2,Diesel,yes,2016,65393.25
Renault,Trafic,van,158,2,Diesel,yes,2012,9000
Audi,A8,sedan,60,6.3,Petrol,yes,2013,NA
Audi,A6,sedan,253,2.5,Diesel,yes,2001,8500
Renault,Megane,hatch,171,1.5,Other,yes,2005,5900
Mitsubishi,Colt,hatch,250,1.3,Gas,yes,2006,5100
Mercedes-Benz,S 500,sedan,108,5.5,Petrol,yes,2010,40500
Audi,A6,sedan,154,1.8,Petrol,yes,2001,8600
Mitsubishi,Lancer,sedan,142,1.6,Gas,yes,2005,5900
Volkswagen,Passat CC,other,123,1.8,Petrol,yes,2010,17900
BMW,X1,crossover,37,2,Diesel,yes,2013,34400
BMW,525,sedan,138,2.5,Petrol,yes,2004,13500
Renault,Trafic,van,175,2,Diesel,yes,2007,9600
Mercedes-Benz,SLK 200,other,82,1.8,Petrol,yes,2004,15000
Mercedes-Benz,CLK 280,other,53,3,Petrol,yes,2007,22000
Volkswagen,Touareg,other,200,2.5,Diesel,yes,2005,13700
BMW,535,sedan,61,NA,Petrol,yes,2013,38000
Toyota,Camry,sedan,47,2.4,Petrol,yes,2009,18800
Volkswagen,Polo,hatch,127,1.4,Petrol,yes,2007,7600
Toyota,Auris,hatch,120,1.4,Petrol,yes,2013,11950
Audi,A6,sedan,202,2.7,Diesel,no,2008,11300
Volkswagen,T5 (Transporter) ,van,43,2,Diesel,yes,2014,13500
Toyota,Camry,sedan,129,2.4,Petrol,yes,2007,11990
Toyota,Land Cruiser Prado,other,130,2.7,Gas,yes,2004,16500
BMW,X5,crossover,215,3,Diesel,yes,2006,19000
Renault,Kangoo,van,160,1.5,Diesel,yes,2005,5500
BMW,535,sedan,45,3,Petrol,yes,2011,39999
Toyota,Camry,sedan,140,2.4,Gas,yes,2007,15500
Mitsubishi,Pajero Sport,crossover,197,3,Gas,yes,2006,11700
Volkswagen,Passat B5,vagon,1,1.9,Diesel,no,2001,2750
Renault,Megane,vagon,1,1.5,Diesel,yes,2005,7150
BMW,118,hatch,220,2,Petrol,yes,2005,10500
Mercedes-Benz,E-Class,sedan,97,1.8,Petrol,yes,2012,24900
Toyota,Camry,sedan,24,2.5,Petrol,yes,2015,NA
Mercedes-Benz,C-Class,other,22,1.8,Petrol,yes,2014,26000
Mercedes-Benz,ML 63 AMG,crossover,148,6.2,Petrol,yes,2008,21500
BMW,318,sedan,268,1.8,Petrol,no,1996,2222
BMW,320,vagon,236,2,Diesel,no,2001,2900
Volkswagen,Golf III,hatch,1,1.8,Gas,yes,1996,4600
Mercedes-Benz,190,sedan,198,2,Gas,yes,1992,3200
Mitsubishi,Outlander XL,crossover,78,2.4,Petrol,yes,2012,19400
Renault,Laguna,sedan,215,1.9,Diesel,no,2005,4000
BMW,X5,crossover,0,2,Diesel,yes,2016,65099
BMW,550,sedan,80,2.99,Diesel,yes,2012,53999
Renault,Clio,vagon,155,1.5,Diesel,yes,2010,9200
Mitsubishi,Outlander XL,crossover,78,NA,Petrol,yes,2012,19400
Mercedes-Benz,V 250,van,0,2.2,Diesel,yes,2016,109999
Mercedes-Benz,Vito,van,170,2.2,Diesel,yes,2011,23500
Audi,100,sedan,390,2.6,Petrol,yes,1993,4800
Toyota,Camry,sedan,100,2.4,Petrol,yes,2007,13500
Toyota,Corolla,sedan,131,1.6,Gas,yes,2007,8700
Mercedes-Benz,S 500,sedan,423,5,Gas,yes,1997,12300
Mitsubishi,Pajero Pinin,other,148,1.8,Petrol,yes,2003,7900
Volkswagen,Caddy,van,153,2,Diesel,yes,2010,10700
Renault,Kangoo,van,185,1.6,Other,yes,2006,6800
Renault,Scenic,van,157,1.5,Diesel,no,2013,8500
Mitsubishi,Pajero Wagon,crossover,97,3.2,Diesel,yes,2009,18700
BMW,525,vagon,285,2.5,Diesel,no,1997,1900
Mercedes-Benz,Vito,van,75,2,Diesel,yes,2011,15500
Volkswagen,Polo,hatch,148,1.4,Other,yes,2008,8700
Mercedes-Benz,S 350,sedan,121,3,Diesel,yes,2012,47300
BMW,525,sedan,400,2.5,Petrol,yes,1991,5000
Toyota,Land Cruiser Prado,crossover,73,4,Petrol,yes,2008,24000
Volkswagen,Jetta,sedan,85,1.4,Petrol,yes,2013,14800
Mitsubishi,Pajero,crossover,1,2,Petrol,yes,1986,5500
Mercedes-Benz,Vito,van,290,2.2,Diesel,yes,1999,6400
Mitsubishi,Outlander XL,crossover,139,2.4,Gas,yes,2011,19000
Mercedes-Benz,Vito,van,211,2.2,Diesel,yes,2007,11700
Volkswagen,Passat B6,vagon,101,2,Diesel,yes,2011,6500
Volkswagen,Bora,sedan,145,2,Petrol,yes,2000,4999
Volkswagen,Golf II,hatch,100,1.6,Petrol,yes,1989,1900
Renault,Kangoo,vagon,100,1.5,Diesel,yes,2009,8999
Volkswagen,Touran,van,164,1.6,Diesel,yes,2012,12700
Mercedes-Benz,E-Class,sedan,168,2,Petrol,no,1994,2200
BMW,328,vagon,65,2,Petrol,yes,2014,32500
Volkswagen,Passat B7,vagon,149,1.4,Gas,yes,2013,16800
Mercedes-Benz,Vito,van,360,2.2,Diesel,yes,2006,8999
Audi,A6,sedan,407,2.8,Gas,no,1999,2500
BMW,750,sedan,95,4.4,Petrol,yes,2011,37000
Volkswagen,Passat B7,sedan,82,1.8,Petrol,yes,2011,19500
Volkswagen,T5 (Transporter),van,240,2.5,Diesel,yes,2007,10900
BMW,328,sedan,33,2,Diesel,yes,2014,36500
Renault,Kangoo,van,154,1.5,Diesel,yes,2012,7300
BMW,530,vagon,125,3,Diesel,yes,2006,17500
Audi,A8,sedan,122,4,Diesel,yes,2008,24500
Toyota,Rav 4,crossover,146,2.4,Gas,yes,2008,15500
Mercedes-Benz,S 320,sedan,200,NA,Diesel,yes,2001,4050
Mitsubishi,Outlander,crossover,0,2,Petrol,yes,2016,25000
Mercedes-Benz,C-Class,sedan,167,1.8,Petrol,yes,2005,11900
Mercedes-Benz,Sprinter 212,van,40,2.9,Diesel,yes,1999,8000
Mitsubishi,Pajero Wagon,crossover,126,3,Gas,yes,2008,16900
Toyota,Rav 4,crossover,205,2,Petrol,yes,2002,8800
BMW,523,sedan,220,2.5,Petrol,yes,2005,13000
Renault,Kangoo,van,43,1.5,Diesel,yes,2013,7500
Toyota,Camry,sedan,140,3,Petrol,yes,2002,8300
Toyota,Land Cruiser 100,crossover,250,4.7,Gas,yes,2004,18700
Toyota,Camry,sedan,0,2.5,Petrol,yes,2016,28787.85
Mercedes-Benz,C-Class,sedan,190,2.2,Diesel,yes,2007,16500
Mitsubishi,Outlander XL,crossover,127,3,Petrol,yes,2008,13900
Audi,80,vagon,400,1.9,Diesel,no,1994,1350
Toyota,Rav 4,crossover,1,2,Petrol,yes,2016,20859.15
Mitsubishi,Pajero Wagon,crossover,100,3.2,Diesel,yes,2013,28800
Mercedes-Benz,GLK 220,crossover,64,2.2,Diesel,yes,2013,34900
BMW,520,other,45,2,Petrol,yes,2013,37500
Mercedes-Benz,E-Class,sedan,220,2.2,Diesel,yes,2009,19700
Mercedes-Benz,Vito,other,116,2.2,Diesel,yes,2013,12800
Mercedes-Benz,Vito,van,293,NA,Diesel,yes,1999,8000
Renault,Kangoo,van,265,1.5,Diesel,yes,2008,4600
Mercedes-Benz,Sprinter 318,van,322,3,Diesel,yes,2007,17977
Volkswagen,Polo,sedan,0,1.6,Petrol,yes,2015,11962
Volkswagen,Golf VI,vagon,195,1.6,Diesel,yes,2013,12500
Volkswagen,T4 (Transporter),van,268,2.5,Diesel,yes,2003,9200
Mercedes-Benz,E-Class,sedan,148,2.2,Diesel,yes,2011,28500
Volkswagen,Jetta,sedan,38,2,Diesel,yes,2014,16950
Mercedes-Benz,S 500,sedan,212,5.5,Petrol,yes,2006,24750
Mercedes-Benz,ML 250,crossover,3,2.2,Diesel,yes,2015,57000
Toyota,IQ,hatch,87,1,Petrol,yes,2009,11300
Mercedes-Benz,S 500,sedan,119,4.7,Petrol,yes,2012,51000
Audi,A8,sedan,2,3,Diesel,yes,2015,NA
Audi,A4,vagon,270,1.9,Diesel,no,2001,3000
Toyota,Celica,other,250,1.8,Petrol,yes,2000,9800
Volkswagen,Touareg,crossover,200,2.5,Diesel,yes,2006,12850
Mercedes-Benz,S 280,sedan,150,2.8,Petrol,yes,1969,34999
BMW,5 Series GT,sedan,55,3,Diesel,yes,2013,52300
BMW,520,sedan,300,2,Petrol,yes,1990,3650
BMW,X6,crossover,82,3,Petrol,yes,2011,39900
Renault,Megane,vagon,200,1.5,Diesel,yes,2007,7400
Volkswagen,T5 (Transporter) ,van,175,2,Diesel,yes,2012,13999
Mercedes-Benz,S 320,sedan,270,3.2,Diesel,no,2007,15500
Renault,Clio,vagon,130,1.5,Diesel,yes,2012,8500
BMW,5 Series GT,other,86,3,Petrol,yes,2010,32500
Toyota,Camry,sedan,131,3.5,Gas,yes,2007,14700
Volkswagen,T4 (Transporter),van,310,1.9,Diesel,yes,1997,6500
Renault,Kangoo,van,139,1.5,Diesel,yes,2013,7800
Mercedes-Benz,Vito,van,290,2.2,Diesel,yes,2005,8700
Renault,Megane,hatch,56,1.6,Petrol,yes,2011,9000
Mercedes-Benz,Vito,van,139,3,Diesel,yes,2008,14800
Toyota,Camry,sedan,125,2.4,Petrol,yes,2008,13400
